PersonID,PersonLName,PersonFName,PersonMI,Title,Race,Ethnicity,Sex,Military,Branch,Rank,Pilot,PrimaryNationality_Birth Citizen,SecondNationality,ThirdNationality,HighestEd,Educat,MedicalDoctor,DOB,Died,DOD,COD,COD_Group,COD_Group2
603,Krikalyov,Sergei,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,8/27/1958,0,88/88/8888,None,0,0
604,Krikun,Yuri,,,0,0,1,0,-8,-8,0,Ukraine,,,BS,1,0,6/3/1963,0,88/88/8888,None,0,0
605,Kud-Sverchkov,Sergei,,,0,0,1,0,-8,-8,0,Kazakhstan,,,BS,1,0,8/23/1983,0,88/88/8888,None,0,0
606,Kuleshova,Natalya,,,0,0,0,0,-8,-8,0,Russia,,,BS,1,0,3/14/1956,0,88/88/8888,None,0,0
607,Kuzhelnaya,Nadezhda,,,0,0,0,0,-8,-8,1,Russia,,,BS,1,0,11/6/1962,0,88/88/8888,None,0,0
608,Latysheva,Irina,,,0,0,0,0,-8,-8,0,Russia,,,BS,1,0,7/9/1953,0,88/88/8888,None,0,0
609,Lukiyanyuk,Vasili,,,0,0,1,0,-8,-8,0,Russia,,,MD,3,1,9/22/1958,0,88/88/8888,None,0,0
610,Machinsky,Georgi,,,0,0,1,0,-8,-8,0,Russia,,,MD,3,1,10/11/1937,0,88/88/8888,None,0,0
611,Makrushin,Valeri,,,0,0,1,0,-8,-8,0,Uzbekistan,,,BS,1,0,1/14/1940,0,88/88/8888,None,0,0
612,Maksimenko,Valeri,,,0,0,1,1,1,6,1,Russia,,,BS,1,0,7/16/1950,0,88/88/8888,None,0,0
613,Matveyev,Denis,,,0,0,1,1,1,2,0,Russia,,,BS,1,0,4/25/1983,0,88/88/8888,None,0,0
614,Misurkin,Aleksandr,,,0,0,1,1,2,5,0,Russia,,,BS,1,0,9/23/1977,0,88/88/8888,None,0,0
615,Morosov,Svyatoslav,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,8/22/1985,0,88/88/8888,None,0,0
616,Moshchenko,Sergei,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,1/12/1954,0,88/88/8888,None,0,0
617,Moshkin,Oleg,,,0,0,1,1,1,5,1,Russia,,,BS,1,0,4/23/1964,0,88/88/8888,None,0,0
618,Mosolov,Vladimir,,,0,0,1,1,1,6,1,Russia,,,BS,1,0,2/21/1944,0,88/88/8888,None,0,0
619,Mukhortov,Pavel,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,3/11/1966,0,88/88/8888,None,0,0
620,Omelchenko,Svetlana,,,0,0,0,0,-8,-8,0,Russia,,,BS,1,0,8/20/1951,0,88/88/8888,None,0,0
621,Petelin,Dmitri,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,7/10/1983,0,88/88/8888,None,0,0
622,Pisarev,Viktor,,,0,0,1,1,1,4,1,Russia,,,BS,1,0,8/15/1941,0,88/88/8888,None,0,0
623,Polonsky,Anatoli,,,0,0,1,1,1,6,1,Kazakhstan,,,BS,1,0,1/1/1956,0,88/88/8888,None,0,0
624,Ponomaryov,Maksim,,,0,0,1,1,1,4,0,Germany,,,BS,1,0,2/20/1980,0,88/88/8888,None,0,0
625,Potapov,Mikhail,,,0,0,1,0,-8,-8,0,Russia,,,MD,3,1,10/28/1952,0,88/88/8888,None,0,0
626,Prokopyev,Sergei,,,0,0,1,1,1,4,0,Russia,,,BS,1,0,2/19/1975,0,88/88/8888,None,0,0
627,Pronina,Irina,,,0,0,0,0,-8,-8,0,Russia,,,BS,1,0,4/14/1953,0,88/88/8888,None,0,0
628,Protchenko,Sergei,,,0,0,1,1,1,5,1,Russia,,,BS,1,0,1/3/1947,0,88/88/8888,None,0,0
629,Puchkov,Aleksandr,,,0,0,1,1,1,6,1,Russia,,,BS,1,0,10/15/1948,0,88/88/8888,None,0,0
630,Pushenko,Nikolai,,,0,0,1,1,1,6,1,Russia,,,BS,1,0,8/10/1952,0,88/88/8888,None,0,0
631,Ryzhikov,Sergei,,,0,0,1,1,2,5,0,Russia,,,BS,1,0,8/19/1974,0,88/88/8888,None,0,0
632,Saley,Yevgeni,,,0,0,1,1,1,5,1,Russia,,,BS,1,0,1/1/1950,0,88/88/8888,None,0,0
633,Serov,Mark,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,5/23/1974,0,88/88/8888,None,0,0
634,Serova,Yelena,,,0,0,0,0,-8,-8,0,Russia,,,BS,1,0,4/22/1976,0,88/88/8888,None,0,0
635,Severin,Vladimir,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,11/20/1956,0,88/88/8888,None,0,0
636,Sharafutdinov,Ansar,,,0,0,1,1,1,5,1,Russia,,,BS,1,0,6/26/1939,0,88/88/8888,None,0,0
637,Smirenny,Lev,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,10/25/1932,0,88/88/8888,None,0,0
638,Sokovykh,Anatoli,,,0,0,1,1,1,6,1,Russia,,,BS,1,0,1/12/1944,0,88/88/8888,None,0,0
639,Stepanov,Yuri,,,0,0,1,0,-8,-8,0,Ukraine,,,BS,1,0,9/27/1936,0,88/88/8888,None,0,0
640,Sultanov,Ural,,,0,0,1,0,-8,-8,1,Russia,,,BS,1,0,11/18/1948,0,88/88/8888,None,0,0
641,Tikhonov,Nikolai,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,5/23/1982,0,88/88/8888,None,0,0
642,Tolboyev,Magomed,,,0,0,1,1,1,4,1,Russia,,,BS,1,0,1/20/1951,0,88/88/8888,None,0,0
643,Tresvyatsky,Sergei,,,0,0,1,0,-8,-8,1,Russia,,,BS,1,0,5/6/1954,0,88/88/8888,None,0,0
644,Usachyov,Yuri,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,10/9/1957,0,88/88/8888,None,0,0
645,Vagner,Ivan,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,7/10/1985,0,88/88/8888,None,0,0
646,Valkov,Konstantin,,,0,0,1,1,1,6,1,Russia,,,BS,1,0,11/11/1971,0,88/88/8888,None,0,0
647,Voloshin,Valeri,,,0,0,1,1,1,6,0,Uzbekistan,,,BS,1,0,4/24/1942,0,88/88/8888,None,0,0
648,Yuyukov,Dmitri,,,0,0,1,0,-8,-8,0,Russia,,,BS,1,0,2/26/1941,0,88/88/8888,None,0,0
649,Zabolotsky,Viktor,,,0,0,1,0,-8,-8,1,Russia,,,BS,1,0,4/19/1946,0,88/88/8888,None,0,0
650,Zakharova,Tamara,,,0,0,0,0,-8,-8,0,Russia,,,BS,1,0,4/22/1952,0,88/88/8888,None,0,0
651,Vande Hei,Mark,T,,0,0,1,1,2,5,0,United States of America,,,MS,2,0,11/10/1966,0,88/88/8888,None,0,0
652,Wiseman,Gregory,R,,0,0,1,1,4,4,1,United States of America,,,MS,2,0,11/11/1975,0,88/88/8888,None,0,0
653,Epps,Jeanette,J,,1,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,11/2/1970,0,88/88/8888,None,0,0
654,Rubins,Kathleen,,,0,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,10/14/1978,0,88/88/8888,None,0,0
655,Cassada,Josh,A,,0,0,1,1,4,4,1,United States of America,,,PhD,3,0,7/18/1973,0,88/88/8888,None,0,0
656,Glover,Victor,J,,1,0,1,1,4,5,1,United States of America,,,BS,1,0,4/30/1976,0,88/88/8888,None,0,0
657,Hague,Tyler,N,,0,0,1,1,1,5,1,United States of America,,,MS,2,0,9/24/1975,0,88/88/8888,None,0,0
658,Hammock,Christina,,,0,0,0,0,-8,-8,0,United States of America,,,MS,2,0,2/2/1979,0,88/88/8888,None,0,0
659,Mann,Nicole,K,,0,0,0,1,5,5,1,United States of America,,,BS,1,0,6/27/1977,0,88/88/8888,None,0,0
660,McClain,Anne,C,,0,0,0,1,2,4,1,United States of America,,,MS,2,0,6/7/1979,0,88/88/8888,None,0,0
661,Meir,Jessica,U,,0,0,0,0,-8,-8,1,United States of America,,,PhD,3,0,7/1/1977,0,88/88/8888,None,0,0
662,Morgan,Andrew,R,,0,0,1,1,2,5,0,United States of America,,,MD,3,1,2/5/1976,0,88/88/8888,None,0,0
663,Maurer,Matthias,,,0,0,1,0,-8,-8,0,Germany,,,PhD,3,0,3/18/1970,0,88/88/8888,None,0,0
664,Bondar,Roberta,L,,0,0,0,0,-8,-8,0,Canada,,,MD,3,1,12/4/1945,0,88/88/8888,None,0,0
665,Garneau,Marc,,,0,0,1,1,4,6,0,Canada,,,PhD,3,0,2/23/1949,0,88/88/8888,None,0,0
666,Hadfield,Chris,,,0,0,1,1,4,5,1,Canada,,,MS,2,0,8/29/1959,0,88/88/8888,None,0,0
667,MacLean,Steve,,,0,0,1,0,-8,-8,1,Canada,,,PhD,3,0,12/14/1954,0,88/88/8888,None,0,0
668,McKay,Michael,,,0,0,1,1,1,4,1,Canada,,,MS,2,0,5/10/1963,0,88/88/8888,None,0,0
669,Money,Ken,,,0,0,1,0,-8,-8,1,Canada,,,PhD,3,0,1/4/1935,0,88/88/8888,None,0,0
670,Payette,Julie,,,0,0,0,0,-8,-8,1,Canada,,,MS,2,0,10/20/1963,0,88/88/8888,None,0,0
671,Thirsk,Robert,,,0,0,1,0,-8,-8,1,Canada,,,MD,3,1,8/17/1953,0,88/88/8888,None,0,0
672,Tryggvason,Bjarni,,,0,0,1,0,-8,-8,1,Canada,,,BS,1,0,9/21/1945,0,88/88/8888,None,0,0
673,Williams,Dafydd,,,0,0,1,0,-8,-8,0,Canada,,,MD,3,1,5/16/1954,0,88/88/8888,None,0,0
674,Hansen,Jeremy,,,0,0,1,1,1,6,1,Canada,,,MS,2,0,1/27/1976,0,88/88/8888,None,0,0
675,Kutryk,Joshua,,,0,0,1,1,1,5,1,Canada,,,MS,2,0,3/21/1982,0,88/88/8888,None,0,0
676,Sidey-Gibbons,Jennifer,,,0,0,0,0,-8,-8,0,Canada,,,PhD,3,0,8/3/1988,0,88/88/8888,None,0,0
677,Saint-Jacques,David,,,0,0,1,0,-8,-8,0,Canada,,,PhD/MD,3,1,1/6/1970,0,88/88/8888,None,0,0
678,Cai,Xuzhe,,,3,-8,1,1,9,-9,1,China,,,Unknown,-9,-9,5/15/1976,0,88/88/8888,None,0,0
679,Chai,Hongliang,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
680,Chen,Dong,,,3,-8,1,1,1,5,1,China,,,BS,1,0,12/12/1978,0,88/88/8888,None,0,0
681,Chen,Quan,,,3,-8,1,1,1,-8,1,China,,,BS,1,0,9/15/1963,0,88/88/8888,None,0,0
682,Deng,Qingming,,,3,-8,1,1,1,-8,1,China,,,BS,1,0,3/16/1966,0,88/88/8888,None,0,0
683,Dong,Xiaohai,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
684,Du,Jincheng,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
685,Fang,Guojun,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
686,Fei,Junlong,,,3,-8,1,1,1,7,1,China,,,BS,1,0,5/5/1965,0,88/88/8888,None,0,0
687,Hu,Zhanzi,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
688,Jing,Haipeng,,,3,-8,1,1,1,7,1,China,,,BS,1,0,10/24/1966,0,88/88/8888,None,0,0
689,Li,Qinglong,,,3,-8,1,1,1,-8,1,China,,,BS,1,0,8/15/1962,0,88/88/8888,None,0,0
690,Li,Shichang,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
691,Liu,Boming,,,3,-8,1,1,1,7,1,China,,,BS,2,0,9/15/1966,0,88/88/8888,None,0,0
692,Liu,Chongfu,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
693,Liu,Wang,,,3,-8,1,1,1,6,1,China,,,BS,1,0,3/15/1969,0,88/88/8888,None,0,0
694,Liu,Yang,,,3,-8,0,1,1,4,1,China,,,BS,1,0,10/6/1978,0,88/88/8888,None,0,0
695,Liu,Zhongyi,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
696,Lu,Xiangxiao,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
697,Ma,Zizhong,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
698,Meng,Senlin,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
699,Nie,Haisheng,,,3,-8,1,1,1,7,1,China,,,BS,1,0,10/13/1964,0,88/88/8888,None,0,0
700,Pan,Zhanchun,,,3,-8,1,1,1,-8,1,China,,,BS,1,0,10/29/1966,0,88/88/8888,None,0,0
701,Shao,Zhijian,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
702,Tang,Hongbo,,,3,-8,1,1,1,-8,1,China,,,BS,1,0,99/99/9999,0,88/88/8888,None,0,0
703,Wang,Fuhe,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
704,Wang,Fuquan,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
705,Wang,Quanbo,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
706,Wang,Rongsen,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
707,Wang,Yaping,,,3,-8,0,1,1,-8,1,China,,,BS,1,0,1/27/1980,0,88/88/8888,None,0,0
708,Wang,Zhiyue,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
709,Wu,Jie,,,3,-8,1,1,1,-8,1,China,,,BS,1,0,10/15/1963,0,88/88/8888,None,0,0
710,Yang,Liwei,,,3,-8,1,1,1,7,1,China,,,BS,1,0,6/21/1965,0,88/88/8888,None,0,0
711,Ye,Guangfu,,,3,-8,1,1,1,-8,1,China,,,BS,1,0,99/99/9999,0,88/88/8888,None,0,0
712,Yu,Guilin,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
713,Zhai,Zhigang,,,3,-8,1,1,1,6,1,China,,,BS,1,0,11/10/1966,0,88/88/8888,None,0,0
714,Zhang,Lu,,,3,-8,1,1,1,-8,1,China,,,BS,1,0,99/99/9999,0,88/88/8888,None,0,0
715,Zhang,Ruxiang,,,3,-8,0,-9,-9,-9,-9,China,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
716,Zhang,Xiaoguang,,,3,-8,1,0,-8,-8,1,China,,,BS,1,0,5/15/1968,0,88/88/8888,None,0,0
717,Zhao,Chuandong,,,3,-8,1,1,1,-8,1,China,,,BS,1,0,99/99/9999,0,88/88/8888,None,0,0
718,Guidoni,Umberto,,,0,0,1,0,-8,-8,0,Italy,,,PhD,3,0,8/18/1954,0,88/88/8888,None,0,0
719,Wakata,Koichi,,,3,-8,1,0,-8,-8,0,Japan,,,PhD,3,0,8/1/1963,0,88/88/8888,None,0,0
720,Mohri,Mamoru,,,3,-8,1,0,-8,-8,0,Japan,,,PhD,3,0,1/29/1948,0,88/88/8888,None,0,0
721,Doi,Takao,,,3,-8,1,0,-8,-8,0,Japan,,,PhD,3,0,9/18/1964,0,88/88/8888,None,0,0
722,Mukai,Chiaki,,,3,-8,0,0,-8,-8,0,Japan,,,MD,3,1,5/6/1952,0,88/88/8888,None,0,0
723,Noguchi,Soichi,,,3,-8,1,0,-8,-8,0,Japan,,,MS,2,0,4/15/1965,0,88/88/8888,None,0,0
724,Furukawa,Satoshi,,,3,-8,1,0,-8,-8,0,Japan,,,MD/PhD,3,1,4/4/1964,0,88/88/8888,None,0,0
725,Hoshide,Akihiko,,,3,-8,1,0,-8,-8,0,Japan,,,MS,2,0,12/28/1968,0,88/88/8888,None,0,0
726,Yamazaki,Naoko,,,3,-8,0,0,-8,-8,0,Japan,,,MS,2,0,12/27/1970,0,88/88/8888,None,0,0
727,Onishi,Takuya,,,3,-8,1,0,-8,-8,1,Japan,,,BS,1,0,12/22/1975,0,88/88/8888,None,0,0
728,Yui,Kimiya,,,3,-8,1,1,1,5,1,Japan,,,BS,1,0,1/30/1970,0,88/88/8888,None,0,0
729,Kanai,Norishige,,,3,-8,1,1,3,3,0,Japan,,,MD,3,1,12/5/1976,0,88/88/8888,None,0,0
730,Barron,Kayla,J,,0,0,0,1,4,3,0,United States of America,,,MS,2,0,9/19/1987,0,88/88/8888,None,0,0
731,Cardman,Zena,M,,0,0,0,0,-8,-8,0,United States of America,,,MS,2,0,10/26/1987,0,88/88/8888,None,0,0
732,Chari,Raja,JV,,5,-8,1,1,1,6,1,United States of America,,,MS,2,0,6/24/1977,0,88/88/8888,None,0,0
733,Dominick,Matthew,S,,0,0,1,1,4,4,1,United States of America,,,MS,2,0,12/7/1981,0,88/88/8888,None,0,0
734,Hines,Bob,T,Jr.,0,0,1,1,1,1,1,United States of America,,,MS,2,0,1/11/1975,0,88/88/8888,None,0,0
735,Hoburg,Warren,W,,0,0,1,0,-8,-8,1,United States of America,,,PhD,3,0,9/16/1985,0,88/88/8888,None,0,0
736,Kim,Jonny,,,3,-8,1,1,4,3,0,United States of America,,,MD,3,1,2/5/1984,0,88/88/8888,None,0,0
737,Moghbell,Jasmin,,,3,-8,0,1,5,8,1,United States of America,,,MS,2,0,6/24/1983,0,88/88/8888,None,0,0
738,O'Hara,Loral,,,0,0,0,0,-8,-8,0,United States of America,,,MS,2,0,5/3/1983,0,88/88/8888,None,0,0
739,Rubio,Francisco,C,,0,1,1,1,2,5,1,United States of America,,,MD,3,1,12/11/1975,0,88/88/8888,None,0,0
740,Watkins,Jessica,A,,1,0,0,0,-8,-8,0,United States of America,,,PhD,3,0,5/14/1988,0,88/88/8888,None,0,0
741,Kutryk,Joshua,,,0,0,1,1,7,5,1,Canada,,,MS,2,0,3/21/1982,0,88/88/8888,None,0,0
742,Sidey-Gibbons,Jennifer,AM,,0,0,0,0,-8,-8,0,Canada,,,PhD,3,0,8/3/1988,0,88/88/8888,None,0,0
743,Kulin,Robb,M,,0,0,1,0,-8,-8,0,United States of America,,,PhD,3,0,12/7/1983,0,88/88/8888,None,0,0
744,Daemen,Oliver,,,0,0,1,0,-8,-8,1,Netherlands,,,High School,0,0,99/99/9999,0,88/88/8888,None,0,0
745,Bess,Cameron,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,12/29/1997,0,88/88/8888,None,0,0
746,Dick,Evan,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,7/2/1980,0,88/88/8888,None,0,0
747,Echazarreta,Katya,,,0,1,0,0,-8,-8,0,United States of America,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
748,Hespanha,Victor,C,,0,1,1,0,-8,-8,0,Brazil,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
749,Cotton,Coby,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,7/17/1987,0,88/88/8888,None,0,0
750,Sabry,Sara,,,0,0,0,0,-8,-8,0,Egypt,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
751,Mayers,Anastatia,,,1,0,0,0,-8,-8,0,Antigua and Barbuda,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
752,Gerardi,Kellie,,,0,0,0,0,-8,-8,0,United States of America,,,Unknown,-9,-9,2/16/1989,0,88/88/8888,None,0,0
753,Bennett,Colin,,,0,0,1,0,-8,-8,0,United Kingdom,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
754,Bandla,Sirisha,,,5,-8,0,0,-8,-8,0,United States of America,,,Unknown,-9,-9,1/22/1987,0,88/88/8888,None,0,0
755,Isaacman,Jared,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,2/11/1983,0,88/88/8888,None,0,0
756,Arceneaux,Hayley,,,1,0,0,0,-8,-8,0,United States of America,,,Unknown,-9,-9,12/4/1991,0,88/88/8888,None,0,0
757,Shuttleworth,Mark,,,0,0,1,0,-8,-8,0,South Africa,,,Unknown,-9,-9,9/18/1973,0,88/88/8888,None,0,0
758,Ansari,Anousheh,,,6,-8,0,0,-8,-8,0,Iran,United States of America,,Unknown,-9,-9,9/12/1966,0,88/88/8888,None,0,0
759,Hirano,Yozo,,,3,-8,1,0,-8,-8,0,Japan,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
760,Barnawi,Rayyanah,,,3,-8,0,0,-8,-8,0,Saudi Arabia,,,Unknown,-9,-9,1/1/1990,0,88/88/8888,None,0,0
761,Boshuizen,Chris,,,0,0,1,0,-8,-8,0,Australia,,,Unknown,-9,-9,6/16/1979,0,88/88/8888,None,0,0
762,Powers,Audrey,,,0,0,0,0,-8,-8,0,United States of America,,,Unknown,-9,-9,2/1/1976,0,88/88/8888,None,0,0
763,Taylor,Dylan,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,10/23/1970,0,88/88/8888,None,0,0
764,Hagle,Marc,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,8/8/1948,0,88/88/8888,None,0,0
765,Kitchen,Jim,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,8/15/1964,0,88/88/8888,None,0,0
766,Robinson,Jaison,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,9/25/1980,0,88/88/8888,None,0,0
767,O'Brien,Vanessa,,,0,0,0,0,-8,-8,0,United States of America,,,Unknown,-9,-9,12/2/1964,0,88/88/8888,None,0,0
768,Nash,Timothy,,,0,0,1,0,-8,-8,0,South Africa,United Kingdom,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
769,Salim,Namira,,,5,-8,0,0,-8,-8,0,Pakistan,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
770,Rosano,Ron,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
771,Stern,Alan,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,11/22/1957,0,88/88/8888,None,0,0
772,Maisonrouge,Ketty,P,,0,0,0,0,-8,-8,0,Italy,France,US,Unknown,-9,-9,7/16/1956,0,88/88/8888,None,0,0
773,Borozdina,Lina,,,0,0,0,0,-8,-8,0,Ukraine,United States of America,,Unknown,-9,-9,2/9/1969,0,88/88/8888,None,0,0
774,Kornswiet,Neil,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
775,Moses,Beth,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
776,Proctor,Sian,,,0,0,0,0,-8,-8,0,United States of America,,,Unknown,-9,-9,3/28/1970,0,88/88/8888,None,0,0
777,Tito,Dennis,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,8/8/1940,0,88/88/8888,None,0,0
778,Olsen,Gregory,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,4/20/1945,0,88/88/8888,None,0,0
779,Simonyi,Charles,,,0,0,1,0,-8,-8,0,Hungary,United States of America,,Unknown,-9,-9,9/10/1948,0,88/88/8888,None,0,0
780,Pathy,Mark,,,0,0,1,0,-8,-8,0,Canada,,,Unknown,-9,-9,7/1/1969,0,88/88/8888,None,0,0
782,Masucci,Michael,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
783,Pecile,Nicola,,,0,0,1,0,-8,-8,0,Italy,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
784,Sturckow,CJ,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,8/11/1961,0,88/88/8888,None,0,0
785,Mackay,David,,,0,0,1,0,-8,-8,0,United Kingdom,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
786,Latimer,Kelly,,,0,0,0,0,-8,-8,0,United States of America,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
788,Wandt,Marcus,,,0,0,1,0,-8,-8,0,Sweden,,,Unknown,-9,-9,9/22/1980,0,88/88/8888,None,0,0
789,Bezos,Jeff,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,1/12/1964,0,88/88/8888,None,0,0
790,Bezos,Mark,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,5/17/1968,0,88/88/8888,None,0,0
791,Funk,Wally,,,0,0,0,0,-8,-8,0,United States of America,,,Unknown,-9,-9,2/1/1939,0,88/88/8888,None,0,0
792,Shatner,William,,,0,0,1,0,-8,-8,0,Canada,,,Unknown,-9,-9,3/22/1931,0,88/88/8888,None,0,0
793,Vries,Glen,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,6/29/1972,0,88/88/8888,None,0,0
794,Bess,Lane,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,9/18/1961,0,88/88/8888,None,0,0
795,Churchley,Laura,S,,0,0,0,0,-8,-8,0,United States of America,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
796,Strahan,Michael,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,11/21/1971,0,88/88/8888,None,0,0
797,Allen,Marty,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,7/2/1953,0,88/88/8888,None,0,0
798,Hagle,Sharon,,,0,0,0,0,-8,-8,0,United States of America,,,Unknown,-9,-9,3/1/1949,0,88/88/8888,None,0,0
799,Lai,Gary,,,3,-8,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,7/2/1973,0,88/88/8888,None,0,0
800,Harding,Hamish,,,0,0,1,0,-8,-8,0,United Kingdom,,,Unknown,-9,-9,6/24/1964,0,88/88/8888,None,0,0
801,Ferreira,Mario,,,0,1,1,0,-8,-8,0,Portugal,,,Unknown,-9,-9,1/15/1968,0,88/88/8888,None,0,0
802,Young,Steve,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
803,Schahaff,Keisha,,,1,0,0,0,-8,-8,0,Antigua and Barbuda,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
804,Beattie,Trevor,,,0,0,1,0,-8,-8,0,United Kingdom,,,Unknown,-9,-9,12/24/1956,0,88/88/8888,None,0,0
805,Vaughn,Robie,,,0,0,1,0,-8,-8,0,United States of America,,,Unknown,-9,-9,7/2/1956,0,88/88/8888,None,0,0
806,Haider,Franz,,,0,0,1,0,-8,-8,0,Austria,,,Unknown,-9,-9,99/99/9999,0,88/88/8888,None,0,0
807,Branson,Richard,,,0,0,1,0,-8,-8,0,United Kingdom,,,Unknown,-9,-9,7/18/1950,0,88/88/8888,None,0,0
808,Garriott,Richard,,,0,0,1,0,-8,-8,0,United Kingdom,United States of America,,Unknown,-9,-9,7/4/1961,0,88/88/8888,None,0,0
809,Laliberte,Guy,,,0,0,1,0,-8,-8,0,Canada,,,Unknown,-9,-9,9/2/1959,0,88/88/8888,None,0,0
